"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"63","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212025000055","2025-11-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 회현동2가 49-19 1층","서울특별시 중구 소공로1길 12-1, 1층 (회현동2가)","04633","로아 스테이","2025-12-31 10:55:02","U","2026-01-03 02:40:00","","198414.436414574","450551.199932342","외국인관광 도시민박업","","","2","","","","단독주택","2","0","1","0","Roa Stay","City home-stay services for foreign tourists","0","0","","0","0","","0","77.85","","0","","","","","","","0","","","","78",
"64","외국인관광도시민박업","03_11_04_P","3050000","CDFI2262212025000030","2025-12-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 429 이문동대성유니드아파트","서울특별시 동대문구 한천로58길 151, 101동 403호 (이문동, 이문동대성유니드아파트)","02422","보라 아파트","2025-12-31 15:45:42","U","2026-01-03 02:40:00","","206167.086909617","455653.791303608","외국인관광 도시민박업","","","0","","","","아파트","0","0","2","0","Bora Apartment","Foreign Tourism Urban Stay-at-home Business","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"65","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000097","2025-12-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 삼전동 66-11","서울특별시 송파구 백제고분로28길 27-6, 201호 (삼전동)","05590","청춘스테이 잠실","2025-12-31 18:21:03","U","2026-01-03 02:40:00","","208026.310372627","444240.290456023","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","45.5","","0","","","","","","","0","","","","46",
"66","외국인관광도시민박업","03_11_04_P","3050000","CDFI2262212025000028","2025-11-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 제기동 171-11","서울특별시 동대문구 무학로44길 51-5, 2층 (제기동)","02574","애니스테이","2025-12-31 14:04:29","U","2026-01-03 02:40:00","","202828.138564353","453261.355812709","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","2","0","Any Stay","Foreign Tourism Urban Stay-at-home Business","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"67","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000094","2025-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 229-11","서울특별시 송파구 삼학사로8길 26, B02호 (석촌동)","05691","스테이드림","2025-12-31 18:21:46","U","2026-01-03 02:40:00","","208747.222779389","444218.903079987","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
"68","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212025000051","2025-10-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 광희동2가 139 1층","서울특별시 중구 퇴계로66길 17-6, 1층 (광희동2가)","04614","스테이 디디피 해치","2025-12-31 10:53:00","U","2026-01-03 02:40:00","","200760.839863728","451245.058258756","외국인관광 도시민박업","","","4","","","","다가구용 주택(공동주택적용)","3","1","1","0","Stay DDP Haechi","City home-stay services for foreign tourists","0","0","","0","0","","0","51.57","","0","","","","","","","0","","","","52",
"69","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212025000056","2025-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 광희동2가 174 102호","서울특별시 중구 퇴계로66길 3-5, 102호 (광희동2가)","04614","WOW STAY SEOUL","2025-12-31 10:55:24","U","2026-01-03 02:40:00","","200779.191446965","451329.9991228","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","WOW STAY SEOUL","City home-stay services for foreign tourists","0","0","","0","0","","0","26.5","","0","","","","","","","0","","","","27",
"70","외국인관광도시민박업","03_11_04_P","3010000","CDFI2262212025000057","2025-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 52-203 승부빌딩 501호","서울특별시 중구 퇴계로80길 42, 승부빌딩 501호 (신당동)","04585","솔리드 스테이","2025-12-31 10:55:47","U","2026-01-03 02:40:00","","201476.040599104","451253.701246568","외국인관광 도시민박업","","","0","","","","다가구용 주택(공동주택적용)","0","0","1","0","Solid Stay","City home-stay services for foreign tourists","0","0","","0","0","","0","78.12","","0","","","","","","","0","","","","78",
"71","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000098","2025-12-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 230-9","서울특별시 송파구 삼학사로10길 20, 301호 (석촌동)","05680","하이제이스테이 석촌","2025-12-31 18:20:44","U","2026-01-03 02:40:00","","208690.340102208","444251.413032574","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다세대주택","0","0","1","0","","","0","0","","0","0","","0","38.52","","0","","","","","","","0","","","","39",
"72","외국인관광도시민박업","03_11_04_P","3230000","CDFI2262212025000099","2025-12-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 잠실동 221-4","서울특별시 송파구 석촌호수로12길 49-1, 304호 (잠실동)","05562","잠실 스테이","2025-12-31 18:20:29","U","2026-01-03 02:40:00","","207083.314369181","445117.630425956","외국인관광 도시민박업","","일반주거지역","0","주택가주변","","","다가구용 주택(공동주택적용)","0","0","1","0","","","0","0","","0","0","","0","40","","0","","","","","","","0","","","","40",
